DATE,USD12MD156N
2016-09-19,1.55578
2016-09-20,1.56467
2016-09-21,1.57078
2016-09-22,1.56133
2016-09-23,1.55744
2016-09-26,1.55522
2016-09-27,1.55122
2016-09-28,1.55138
2016-09-29,1.55633
2016-09-30,1.55178
2016-10-03,1.559
2016-10-04,1.56567
2016-10-05,1.57267
2016-10-06,1.58122
2016-10-07,1.58711
2016-10-10,1.58622
2016-10-11,1.59122
2016-10-12,1.59567
2016-10-13,1.58733
2016-10-14,1.58567
2016-10-17,1.58067
2016-10-18,1.57122
2016-10-19,1.564
2016-10-20,1.56622
2016-10-21,1.57178
2016-10-24,1.57067
2016-10-25,1.57844
2016-10-26,1.57956
2016-10-27,1.58233
2016-10-28,1.58233
2016-10-31,1.57511
2016-11-01,1.57567
2016-11-02,1.56511
2016-11-03,1.56011
2016-11-04,1.559
2016-11-07,1.56844
2016-11-08,1.56789
2016-11-09,1.55622
2016-11-10,1.58344
2016-11-11,1.58789
2016-11-14,1.61011
2016-11-15,1.60456
2016-11-16,1.61178
2016-11-17,1.60456
2016-11-18,1.62067
2016-11-21,1.62289
2016-11-22,1.62789
2016-11-23,1.62956
2016-11-24,1.64344
2016-11-25,1.64511
2016-11-28,1.64122
2016-11-29,1.64067
2016-11-30,1.639
2016-12-01,1.64344
2016-12-02,1.64456
2016-12-05,1.644
2016-12-06,1.64567
2016-12-07,1.64511
2016-12-08,1.64456
2016-12-09,1.64844
2016-12-12,1.65456
2016-12-13,1.654
2016-12-14,1.65456
2016-12-15,1.69956
2016-12-16,1.69344
2016-12-19,1.69178
2016-12-20,1.69067
2016-12-21,1.68956
2016-12-22,1.68789
2016-12-23,1.68956
2016-12-26,.
2016-12-27,.
2016-12-28,1.69011
2016-12-29,1.68733
2016-12-30,1.68567
2017-01-02,.
2017-01-03,1.689
2017-01-04,1.689
2017-01-05,1.689
2017-01-06,1.68456
2017-01-09,1.70067
2017-01-10,1.70178
2017-01-11,1.70289
2017-01-12,1.69789
2017-01-13,1.69844
2017-01-16,1.70178
2017-01-17,1.70233
2017-01-18,1.71039
2017-01-19,1.72817
2017-01-20,1.73289
2017-01-23,1.72122
2017-01-24,1.70733
2017-01-25,1.71872
2017-01-26,1.72817
2017-01-27,1.724
2017-01-30,1.72483
2017-01-31,1.71344
2017-02-01,1.71511
2017-02-02,1.71233
2017-02-03,1.71344
2017-02-06,1.70733
2017-02-07,1.70511
2017-02-08,1.70011
2017-02-09,1.694
2017-02-10,1.70261
2017-02-13,1.71039
2017-02-14,1.70789
2017-02-15,1.724
2017-02-16,1.74511
2017-02-17,1.73539
2017-02-20,1.73539
2017-02-21,1.74539
2017-02-22,1.74567
2017-02-23,1.74428
2017-02-24,1.73956
2017-02-27,1.73983
2017-02-28,1.75622
2017-03-01,1.78983
2017-03-02,1.79817
2017-03-03,1.80817
2017-03-06,1.80011
2017-03-07,1.79983
2017-03-08,1.80122
2017-03-09,1.81428
2017-03-10,1.81844
2017-03-13,1.82122
2017-03-14,1.82344
2017-03-15,1.82761
2017-03-16,1.81428
2017-03-17,1.81317
2017-03-20,1.81594
2017-03-21,1.81539
2017-03-22,1.80678
2017-03-23,1.80372
2017-03-24,1.80289
2017-03-27,1.79706
2017-03-28,1.79817
2017-03-29,1.794
2017-03-30,1.79344
2017-03-31,1.80178
2017-04-03,1.80261
2017-04-04,1.79178
2017-04-05,1.79594
2017-04-06,1.79817
2017-04-07,1.799
2017-04-10,1.79844
2017-04-11,1.789
2017-04-12,1.78344
2017-04-13,1.77178
2017-04-14,.
2017-04-17,.
2017-04-18,1.76122
2017-04-19,1.73567
2017-04-20,1.73928
2017-04-21,1.74456
2017-04-24,1.76817
2017-04-25,1.77483
2017-04-26,1.78289
2017-04-27,1.7765
2017-04-28,1.774
2017-05-01,.
2017-05-02,1.78011
2017-05-03,1.77011
2017-05-04,1.78067
2017-05-05,1.779
2017-05-08,1.78817
2017-05-09,1.79067
2017-05-10,1.78761
2017-05-11,1.78567
2017-05-12,1.76567
2017-05-15,1.74511
2017-05-16,1.74539
2017-05-17,1.73289
2017-05-18,1.70456
2017-05-19,1.72289
2017-05-22,1.7265
2017-05-23,1.71956
2017-05-24,1.72567
2017-05-25,1.72289
2017-05-26,1.72122
2017-05-29,.
2017-05-30,1.7215
2017-05-31,1.72372
2017-06-01,1.7265
2017-06-02,1.73067
2017-06-05,1.72567
2017-06-06,1.72289
2017-06-07,1.724
2017-06-08,1.72844
2017-06-09,1.72844
2017-06-12,1.73567
2017-06-13,1.73567
2017-06-14,1.73622
2017-06-15,1.72956
2017-06-16,1.73233
2017-06-19,1.72844
2017-06-20,1.73594
2017-06-21,1.73539
2017-06-22,1.73817
2017-06-23,1.73344
2017-06-26,1.73456
2017-06-27,1.73289
2017-06-28,1.73678
2017-06-29,1.73956
2017-06-30,1.73844
2017-07-03,1.74844
2017-07-04,1.75122
2017-07-05,1.75122
2017-07-06,1.75733
2017-07-07,1.75761
2017-07-10,1.75094
2017-07-11,1.75233
2017-07-12,1.74594
2017-07-13,1.73789
2017-07-14,1.73983
2017-07-17,1.73289
2017-07-18,1.73344
2017-07-19,1.73344
2017-07-20,1.73789
2017-07-21,1.73567
2017-07-24,1.73567
2017-07-25,1.739
2017-07-26,1.73622
2017-07-27,1.72956
2017-07-28,1.729
2017-07-31,1.72733
2017-08-01,1.72567
2017-08-02,1.72567
2017-08-03,1.72567
2017-08-04,1.72289
2017-08-07,1.73233
2017-08-08,1.73011
2017-08-09,1.72789
2017-08-10,1.72844
2017-08-11,1.72456
2017-08-14,1.71789
2017-08-15,1.72789
2017-08-16,1.73622
2017-08-17,1.73289
2017-08-18,1.72622
2017-08-21,1.72733
2017-08-22,1.72733
2017-08-23,1.72789
2017-08-24,1.72344
2017-08-25,1.72789
2017-08-28,.
2017-08-29,1.714
2017-08-30,1.71178
2017-08-31,1.71344
2017-09-01,1.71178
2017-09-04,1.71289
2017-09-05,1.71456
2017-09-06,1.70789
2017-09-07,1.709
2017-09-08,1.69511
2017-09-11,1.699
2017-09-12,1.70956
2017-09-13,1.71233
2017-09-14,1.71956
2017-09-15,1.73206
2017-09-18,1.73983
2017-09-19,1.74428
2017-09-20,1.74733
2017-09-21,1.76761
2017-09-22,1.77539
2017-09-25,1.77483
2017-09-26,1.77567
2017-09-27,1.78539
2017-09-28,1.78678
2017-09-29,1.78233
2017-10-02,1.79067
2017-10-03,1.79872
2017-10-04,1.79789
2017-10-05,1.80011
2017-10-06,1.80456
2017-10-09,1.809
2017-10-10,1.80678
2017-10-11,1.80956
2017-10-12,1.80844
2017-10-13,1.81289
2017-10-16,1.80956
2017-10-17,1.82122
2017-10-18,1.83456
2017-10-19,1.82789
2017-10-20,1.83122
2017-10-23,1.83511
2017-10-24,1.83456
2017-10-25,1.84456
2017-10-26,1.84289
2017-10-27,1.84789
2017-10-30,1.84233
2017-10-31,1.84844
2017-11-01,1.85594
2017-11-02,1.86317
2017-11-03,1.86289
2017-11-06,1.86428
2017-11-07,1.86844
2017-11-08,1.87317
2017-11-09,1.88178
2017-11-10,1.8815
2017-11-13,1.88428
2017-11-14,1.89261
2017-11-15,1.88622
2017-11-16,1.90067
2017-11-17,1.90622
2017-11-20,1.90844
2017-11-21,1.92733
2017-11-22,1.934
2017-11-23,1.93011
2017-11-24,1.93606
2017-11-27,1.94294
2017-11-28,1.93798
2017-11-29,1.94481
2017-11-30,1.95169
2017-12-01,1.96044
2017-12-04,1.98169
2017-12-05,1.9895
2017-12-06,1.98825
2017-12-07,1.99731
2017-12-08,2.01075
2017-12-11,2.01356
2017-12-12,2.02825
2017-12-13,2.03856
2017-12-14,2.04263
2017-12-15,2.04763
2017-12-18,2.05825
2017-12-19,2.06888
2017-12-20,2.08366
2017-12-21,2.09091
2017-12-22,2.10216
2017-12-25,.
2017-12-26,.
2017-12-27,2.11063
2017-12-28,2.10634
2017-12-29,2.10697
2018-01-01,.
2018-01-02,2.10933
2018-01-03,2.11782
2018-01-04,2.13834
2018-01-05,2.14953
2018-01-08,2.15075
2018-01-09,2.14633
2018-01-10,2.15552
2018-01-11,2.16406
2018-01-12,2.17313
2018-01-15,2.18869
2018-01-16,2.19563
2018-01-17,2.21438
2018-01-18,2.2275
2018-01-19,2.2275
2018-01-22,2.22781
2018-01-23,2.22469
2018-01-24,2.23063
2018-01-25,2.24063
2018-01-26,2.24594
2018-01-29,2.26406
2018-01-30,2.26313
2018-01-31,2.26671
2018-02-01,2.29278
2018-02-02,2.29051
2018-02-05,2.29309
2018-02-06,2.27825
2018-02-07,2.28588
2018-02-08,2.29809
2018-02-09,2.31349
2018-02-12,2.31906
2018-02-13,2.32688
2018-02-14,2.33844
2018-02-15,2.38125
2018-02-16,2.39063
2018-02-19,2.39813
2018-02-20,2.40844
2018-02-21,2.42563
2018-02-22,2.44969
2018-02-23,2.45969
2018-02-26,2.46938
2018-02-27,2.48125
2018-02-28,2.50219
2018-03-01,2.5075
2018-03-02,2.49669
2018-03-05,2.49794
2018-03-06,2.512
2018-03-07,2.51856
2018-03-08,2.53263
2018-03-09,2.5445
2018-03-12,2.56263
2018-03-13,2.57763
2018-03-14,2.59013
2018-03-15,2.60138
2018-03-16,2.6145
2018-03-19,2.63325
2018-03-20,2.65138
2018-03-21,2.67638
2018-03-22,2.677
2018-03-23,2.66638
2018-03-26,2.672
2018-03-27,2.67138
2018-03-28,2.6595
2018-03-29,2.66263
2018-03-30,.
2018-04-02,.
2018-04-03,2.67
2018-04-04,2.68094
2018-04-05,2.70031
2018-04-06,2.70825
2018-04-09,2.70356
2018-04-10,2.70419
2018-04-11,2.7095
2018-04-12,2.71719
2018-04-13,2.73094
2018-04-16,2.74406
2018-04-17,2.74606
2018-04-18,2.7475
2018-04-19,2.75844
2018-04-20,2.76031
2018-04-23,2.76875
2018-04-24,2.76875
2018-04-25,2.77188
2018-04-26,2.76993
2018-04-27,2.78031
2018-04-30,2.77004
2018-05-01,2.76598
2018-05-02,2.77685
2018-05-03,2.77273
2018-05-04,2.77666
2018-05-07,.
2018-05-08,2.77094
2018-05-09,2.77094
2018-05-10,2.76813
2018-05-11,2.76579
2018-05-14,2.75748
2018-05-15,2.75386
2018-05-16,2.76148
2018-05-17,2.76648
2018-05-18,2.76482
2018-05-21,2.76523
2018-05-22,2.76402
2018-05-23,2.75409
2018-05-24,2.73742
2018-05-25,2.73137
2018-05-28,.
2018-05-29,2.7075
2018-05-30,2.7
2018-05-31,2.71813
2018-06-01,2.72413
2018-06-04,2.74011
2018-06-05,2.73888
2018-06-06,2.74088
2018-06-07,2.75375
2018-06-08,2.74025
2018-06-11,2.75794
2018-06-12,2.76469
2018-06-13,2.76688
2018-06-14,2.77188
2018-06-15,2.77219
2018-06-18,2.77188
2018-06-19,2.7625
2018-06-20,2.7725
2018-06-21,2.77031
2018-06-22,2.77688
2018-06-25,2.76594
2018-06-26,2.77094
2018-06-27,2.76281
2018-06-28,2.76313
2018-06-29,2.76406
2018-07-02,2.77156
2018-07-03,2.77313
2018-07-04,2.77344
2018-07-05,2.784
2018-07-06,2.77375
2018-07-09,2.77594
2018-07-10,2.78094
2018-07-11,2.77844
2018-07-12,2.78531
2018-07-13,2.78688
2018-07-16,2.78775
2018-07-17,2.79575
2018-07-18,2.80088
2018-07-19,2.80744
2018-07-20,2.80163
2018-07-23,2.79919
2018-07-24,2.808
2018-07-25,2.80775
2018-07-26,2.81663
2018-07-27,2.82138
2018-07-30,2.82125
2018-07-31,2.82781
2018-08-01,2.83213
2018-08-02,2.82775
2018-08-03,2.82738
2018-08-06,2.82688
2018-08-07,2.82431
2018-08-08,2.82775
2018-08-09,2.8275
2018-08-10,2.8155
2018-08-13,2.803
2018-08-14,2.8135
2018-08-15,2.81488
2018-08-16,2.81663
2018-08-17,2.813
2018-08-20,2.813
2018-08-21,2.80775
2018-08-22,2.808
2018-08-23,2.812
2018-08-24,2.82
2018-08-27,.
2018-08-28,2.82813
2018-08-29,2.833
2018-08-30,2.84238
2018-08-31,2.84
2018-09-03,2.83888
2018-09-04,2.84288
2018-09-05,2.84394
2018-09-06,2.84906
2018-09-07,2.8455
2018-09-10,2.86263
2018-09-11,2.8685
2018-09-12,2.86456
2018-09-13,2.87344
2018-09-14,2.88019
2018-09-17,2.87944
2018-09-18,2.8795
2018-09-19,2.88713
2018-09-20,2.89663
2018-09-21,2.90825
2018-09-24,2.90888
2018-09-25,2.91188
2018-09-26,2.9145
2018-09-27,2.91738
2018-09-28,2.91863
2018-10-01,2.9255
2018-10-02,2.92475
2018-10-03,2.92725
2018-10-04,2.95688
2018-10-05,2.95831
2018-10-08,2.95788
2018-10-09,2.962
2018-10-10,2.96913
2018-10-11,2.95425
2018-10-12,2.96338
2018-10-15,2.96681
2018-10-16,2.96713
2018-10-17,2.96575
2018-10-18,3.00056
2018-10-19,3.02038
2018-10-22,3.031
2018-10-23,3.03438
2018-10-24,3.03938
2018-10-25,3.05175
2018-10-26,3.05675
2018-10-29,3.06375
2018-10-30,3.07088
2018-10-31,3.08375
2018-11-01,3.09613
2018-11-02,3.10488
2018-11-05,3.11688
2018-11-06,3.11638
2018-11-07,3.12513
2018-11-08,3.14075
2018-11-09,3.14413
2018-11-12,3.13475
2018-11-13,3.13206
2018-11-14,3.12963
2018-11-15,3.11838
2018-11-16,3.12363
2018-11-19,3.10738
2018-11-20,3.09713
2018-11-21,3.11038
2018-11-22,3.1095
2018-11-23,3.12075
2018-11-26,3.12838
2018-11-27,3.13075
2018-11-28,3.13413
2018-11-29,3.11869
2018-11-30,3.12025
2018-12-03,3.13819
2018-12-04,3.13294
2018-12-05,3.12575
2018-12-06,3.11194
2018-12-07,3.10056
2018-12-10,3.084
2018-12-11,3.0895
2018-12-12,3.10125
2018-12-13,3.11238
2018-12-14,3.09769
2018-12-17,3.10388
2018-12-18,3.06131
2018-12-19,3.05275
2018-12-20,3.06544
2018-12-21,3.07313
2018-12-24,3.04788
2018-12-25,.
2018-12-26,.
2018-12-27,3.03238
2018-12-28,3.01313
2018-12-31,3.00544
2019-01-01,.
2019-01-02,3.002
2019-01-03,3.005
2019-01-04,2.96488
2019-01-07,2.99475
2019-01-08,3.01613
2019-01-09,3.039
2019-01-10,3.019
2019-01-11,3.01869
2019-01-14,3.01088
2019-01-15,3.00838
2019-01-16,3.03013
2019-01-17,3.01188
2019-01-18,3.03013
2019-01-21,3.03988
2019-01-22,3.03713
2019-01-23,3.035
2019-01-24,3.02913
2019-01-25,3.0315
2019-01-28,3.03
2019-01-29,3.02375
2019-01-30,3.02063
2019-01-31,2.9835
2019-02-01,2.96163
2019-02-04,2.98013
2019-02-05,2.98575
2019-02-06,2.962
2019-02-07,2.94825
2019-02-08,2.93575
2019-02-11,2.92425
2019-02-12,2.91525
2019-02-13,2.91575
2019-02-14,2.91675
2019-02-15,2.906
2019-02-18,2.90713
2019-02-19,2.89113
2019-02-20,2.87425
2019-02-21,2.88863
2019-02-22,2.89163
2019-02-25,2.88313
2019-02-26,2.87825
2019-02-27,2.8665
2019-02-28,2.86488
2019-03-01,2.879
2019-03-04,2.88325
2019-03-05,2.88363
2019-03-06,2.88638
2019-03-07,2.87613
2019-03-08,2.86363
2019-03-11,2.869
2019-03-12,2.8685
2019-03-13,2.859
2019-03-14,2.84588
2019-03-15,2.8405
2019-03-18,2.81763
2019-03-19,2.81038
2019-03-20,2.8135
2019-03-21,2.79413
2019-03-22,2.787
2019-03-25,2.74575
2019-03-26,2.72463
2019-03-27,2.68288
2019-03-28,2.69425
2019-03-29,2.71063
2019-04-01,2.73
2019-04-02,2.73325
2019-04-03,2.7495
2019-04-04,2.7365
2019-04-05,2.75113
2019-04-08,2.74988
2019-04-09,2.75413
2019-04-10,2.74013
2019-04-11,2.73413
2019-04-12,2.74838
2019-04-15,2.75488
2019-04-16,2.75525
2019-04-17,2.76188
2019-04-18,2.74638
2019-04-19,.
2019-04-22,.
2019-04-23,2.73563
2019-04-24,2.72513
2019-04-25,2.71625
2019-04-26,2.7175
2019-04-29,2.713
2019-04-30,2.71688
2019-05-01,2.71038
2019-05-02,2.73688
2019-05-03,2.7455
2019-05-06,.
2019-05-07,2.72138
2019-05-08,2.71375
2019-05-09,2.70213
2019-05-10,2.69338
2019-05-13,2.67225
2019-05-14,2.63925
2019-05-15,2.6325
2019-05-16,2.61425
2019-05-17,2.63538
2019-05-20,2.64688
2019-05-21,2.65363
2019-05-22,2.66563
2019-05-23,2.64475
2019-05-24,2.619
2019-05-27,.
2019-05-28,2.59988
2019-05-29,2.57075
2019-05-30,2.57813
2019-05-31,2.51025
2019-06-03,2.41338
2019-06-04,2.40525
2019-06-05,2.3825
2019-06-06,2.34763
2019-06-07,2.34613
2019-06-10,2.33763
2019-06-11,2.34325
2019-06-12,2.333
2019-06-13,2.30563
2019-06-14,2.2465
2019-06-17,2.28675
2019-06-18,2.26438
2019-06-19,2.29775
2019-06-20,2.1615
2019-06-21,2.20213
2019-06-24,2.17875
2019-06-25,2.14738
2019-06-26,2.18325
2019-06-27,2.18463
2019-06-28,2.17813
2019-07-01,2.20188
2019-07-02,2.20313
2019-07-03,2.18038
2019-07-04,2.17938
2019-07-05,2.19163
2019-07-08,2.2615
2019-07-09,2.2735
2019-07-10,2.28575
2019-07-11,2.19325
2019-07-12,2.23113
2019-07-15,2.2105
2019-07-16,2.21088
2019-07-17,2.217
2019-07-18,2.19213
2019-07-19,2.15775
2019-07-22,2.18838
2019-07-23,2.19125
2019-07-24,2.1795
2019-07-25,2.17888
2019-07-26,2.19663
2019-07-29,2.198
2019-07-30,2.1885
2019-07-31,2.18863
2019-08-01,2.2385
2019-08-02,2.11588
2019-08-05,2.03675
2019-08-06,1.99413
2019-08-07,1.977
2019-08-08,1.993
2019-08-09,1.98788
2019-08-12,1.99063
2019-08-13,1.97013
2019-08-14,2.029
2019-08-15,1.9325
2019-08-16,1.945
2019-08-19,1.95325
2019-08-20,1.9485
2019-08-21,1.95425
2019-08-22,1.97325
2019-08-23,2.0285
2019-08-26,.
2019-08-27,1.94938
2019-08-28,1.94938
2019-08-29,1.96138
2019-08-30,1.974
2019-09-02,1.94938
2019-09-03,1.93638
2019-09-04,1.89688
2019-09-05,1.891
2019-09-06,1.949
2019-09-09,1.94875
2019-09-10,1.97038
2019-09-11,2.00863
2019-09-12,2.00563
2019-09-13,2.04913
2019-09-16,2.06963
2019-09-17,2.06538
2019-09-18,2.0645
2019-09-19,2.07413
2019-09-20,2.065
2019-09-23,2.03338
2019-09-24,2.02925
2019-09-25,1.985
2019-09-26,2.02013
2019-09-27,2.04325
2019-09-30,2.03213
2019-10-01,2.0355
2019-10-02,1.95825
2019-10-03,1.91425
2019-10-04,1.85313
2019-10-07,1.86775
2019-10-08,1.8885
2019-10-09,1.88188
2019-10-10,1.896
2019-10-11,1.9555
2019-10-14,1.97313
2019-10-15,1.97413
2019-10-16,1.99225
2019-10-17,1.99313
2019-10-18,1.98725
2019-10-21,1.96063
2019-10-22,1.96725
2019-10-23,1.94275
2019-10-24,1.96088
2019-10-25,1.95575
2019-10-28,1.99525
2019-10-29,1.98875
2019-10-30,1.97988
2019-10-31,1.95538
2019-11-01,1.92525
2019-11-04,1.96
2019-11-05,1.96688
2019-11-06,1.97663
2019-11-07,1.983
2019-11-08,1.99975
2019-11-11,1.99413
2019-11-12,2.00563
2019-11-13,1.987
2019-11-14,1.97113
2019-11-15,1.961
2019-11-18,1.95338
2019-11-19,1.94163
2019-11-20,1.90925
2019-11-21,1.90863
2019-11-22,1.91488
2019-11-25,1.94175
2019-11-26,1.94163
2019-11-27,1.93975
2019-11-28,1.95025
2019-11-29,1.95213
2019-12-02,1.9625
2019-12-03,1.93663
2019-12-04,1.917
2019-12-05,1.92263
2019-12-06,1.92313
2019-12-09,1.93525
2019-12-10,1.93288
2019-12-11,1.94325
2019-12-12,1.93288
2019-12-13,1.96388
2019-12-16,1.95963
2019-12-17,1.96838
2019-12-18,1.96963
2019-12-19,1.998
2019-12-20,1.99963
2019-12-23,2.0015
2019-12-24,2.012
2019-12-25,.
2019-12-26,.
2019-12-27,2.00425
2019-12-30,2.001
2019-12-31,1.99625
2020-01-01,.
2020-01-02,1.99488
2020-01-03,1.96413
2020-01-06,1.95488
2020-01-07,1.9545
2020-01-08,1.95113
2020-01-09,1.96875
2020-01-10,1.96663
2020-01-13,1.962
2020-01-14,1.96313
2020-01-15,1.95275
2020-01-16,1.93013
2020-01-17,1.923
2020-01-20,1.92463
2020-01-21,1.91838
2020-01-22,1.919
2020-01-23,1.8945
2020-01-24,1.87988
2020-01-27,1.83725
2020-01-28,1.83125
2020-01-29,1.84713
2020-01-30,1.82163
2020-01-31,1.80663
2020-02-03,1.769
2020-02-04,1.803
2020-02-05,1.83113
2020-02-06,1.84263
2020-02-07,1.83488
2020-02-10,1.8005
2020-02-11,1.80713
2020-02-12,1.81275
2020-02-13,1.802
2020-02-14,1.79838
2020-02-17,1.79275
2020-02-18,1.77188
2020-02-19,1.76888
2020-02-20,1.76175
2020-02-21,1.72863
2020-02-24,1.63475
2020-02-25,1.64575
2020-02-26,1.61013
2020-02-27,1.53725
2020-02-28,1.3815
2020-03-02,1.15388
2020-03-03,1.24563
2020-03-04,0.9675
2020-03-05,0.94425
2020-03-06,0.84563
2020-03-09,0.7435
2020-03-10,0.79213
2020-03-11,0.7465
2020-03-12,0.75975
2020-03-13,0.82163
2020-03-16,0.81938
2020-03-17,0.86175
2020-03-18,0.88938
2020-03-19,0.922
2020-03-20,0.9335
2020-03-23,0.93738
2020-03-24,0.95675
2020-03-25,0.9875
2020-03-26,0.97275
2020-03-27,0.9685
2020-03-30,1.014
2020-03-31,0.9975
2020-04-01,1.00238
2020-04-02,1.06013
2020-04-03,1.04988
2020-04-06,1.04263
2020-04-07,1.04475
2020-04-08,1.05313
2020-04-09,1.05088
2020-04-10,.
2020-04-13,.
2020-04-14,1.02588
2020-04-15,1.01413
2020-04-16,0.98125
2020-04-17,0.98188
2020-04-20,0.98213
2020-04-21,0.9865
2020-04-22,0.97038
2020-04-23,0.96025
2020-04-24,0.9395
2020-04-27,0.92513
2020-04-28,0.90975
2020-04-29,0.89863
2020-04-30,0.86463
2020-05-01,0.8355
2020-05-04,0.82863
2020-05-05,0.83125
